"Artigo:","Autor:","Página:","Edição:","Categorias:","Componentes:","Notas:","Data:"
"Videotécnica - Aprendizado em TV - O que não está nos livros",,58,172,,,,"Fevereiro/1987"
"Capacímetro sonoro",,62,172,,,,"Fevereiro/1987"
"Relógio no terminal de vídeo de microcomputador",,64,172,,,,"Fevereiro/1987"
"Led Fotossensor",,66,172,,,,"Fevereiro/1987"
"Sirene experimental neon",,68,172,,,,"Fevereiro/1987"
"Sinalizador de FM",,70,172,,,,"Fevereiro/1987"
"Alarme residencial de baixo consumo",,74,172,,,,"Fevereiro/1987"
"Projetos com amplificadores Operacionais",,78,172,,,,"Fevereiro/1987"
"- Relé de sobretemperatura",,79,172,,,,"Fevereiro/1987"
"- Fotorelé de ação positiva",,79,172,,,,"Fevereiro/1987"
"- Fotorelé de ação negativa",,79,172,,,,"Fevereiro/1987"
"- Relé de toque",,79,172,,,,"Fevereiro/1987"
"- Relé ativado por líquido ou umidade",,79,172,,,,"Fevereiro/1987"
"- Relé de tempo",,80,172,,,,"Fevereiro/1987"
"- Relé de sobretensão",,80,172,,,,"Fevereiro/1987"
"- Relé de subtensão",,80,172,,,,"Fevereiro/1987"
"Guia Philips de substituição de transistores",,81,172,,,,"Fevereiro/1987"
"Curso de eletrônica - lição 22",,85,172,,,,"Fevereiro/1987"
"Montagens para aprimorar seus conhecimentos - Medidor de intesidade de campo",,93,172,,,,"Fevereiro/1987"
"Central de proteção para o lar",,5,173,,,,"Março/1987"
"Mais um projeto com o UAA170 - VU rítmico dançante",,11,173,,,,"Março/1987"
"Notícias e lançamentos",,20,173,,,,"Março/1987"
"Informativo Industrial",,24,173,,,,"Março/1987"
"Seção dos leitores",,26,173,,,,"Março/1987"
"Pré para captador magnético",,29,173,,,,"Março/1987"
"National - A mini Matshushita do Brasil",,31,173,,,,"Março/1987"
"4 Projetos com o 2N2646 - Miniórgão eletrônico",,34,173,,,,"Março/1987"
"- Alarme temporizado",,36,173,,,,"Março/1987"
"Central de efeitos sonoros",,38,173,,,,"Março/1987"
"Temporizador",,39,173,,,,"Março/1987"
"Transmissor de FM com cristal e varicap",,41,173,,,,"Março/1987"
"Publicações técnicas",,44,173,,,,"Março/1987"
"Termômetro eletrônico",,47,173,,,,"Março/1987"
"O multímetro digital IC - 2000 (ICEL)",,49,173,,,,"Março/1987"
"Vídeotécnica - luz,cor e diferença de cor",,52,173,,,,"Março/1987"
"Guia Philips de substituição de transistores",,55,173,,,,"Março/1987"
"Ignição eletrônica para motos",,57,173,,,,"Março/1987"
"Curso de instrumentação - lição 11",,60,173,,,,"Março/1987"
"Diapasão eletrônico",,67,173,,,,"Março/1987"
"Projetos dos leitores - Metrônomo",,69,173,,,,"Março/1987"
"- Simples intercomunicador",,69,173,,,,"Março/1987"
"- Transmissor CW a válvula",,69,173,,,,"Março/1987"
"- Freio fotossensível",,69,173,,,,"Março/1987"
"Rádio-amplificador integrado",,72,173,,,,"Março/1987"
"Curso de eletrônica - lição 23",,75,173,,,,"Março/1987"
"Montagens para aprimorar seus conhecimentos - Oscilador de alta frequência",,81,173,,,,"Março/1987"
"Adaptação de videocassetes importados e televisores nacionais",,84,173,,,,"Março/1987"
"Caderno especial - TV reparação",,87,173,,,,"Março/1987"
"Simulador de presença",,5,174,,,,"Abril/1987"
"Premiação da kkkkEdição Fora de Série N 1",,10,174,,,,"Abril/1987"
"XIII Feira da Eletro-Eletrônica",,17,174,,,,"Abril/1987"
"Injetor de sinais",,22,174,,,,"Abril/1987"
"Como ler dB em um multímetro",,24,174,,,,"Abril/1987"
"Alto-falante como microfone",,26,174,,,,"Abril/1987"
"Notícias e lançamentos",,28,174,,,,"Abril/1987"
"Fonte de 0-15V x 1A com controle de tensão por toque",,31,174,,,,"Abril/1987"
"Digital para o estudante - Características dos circuitos TTL",,34,174,,,,"Abril/1987"
"Detetor de curtos em bobinas",,36,174,,,,"Abril/1987"
"Temporizador cíclico programável de 2,5 a 50 minutos",,38,174,,,,"Abril/1987"
"Publicações Técnicas",,42,174,,,,"Abril/1987"
"Oficina - Reparação e análise de fontes de alimentação",,44,174,,,,"Abril/1987"
"Melhor recepção de ondas curtas",,49,174,,,,"Abril/1987"
"Guia Philips de substituição de transistores",,51,174,,,,"Abril/1987"
"Sensi-som - Ajuda eletrônica experimental para os deficientes auditivos",,54,174,,,,"Abril/1987"
"Projetos dos leitores",,57,174,,,,"Abril/1987"
"- Sirene Inglesa",,57,174,,,,"Abril/1987"
"- Minitestador",,57,174,,,,"Abril/1987"
"- Mixer",,57,174,,,,"Abril/1987"
"- Contador Óptico CMOS",,58,174,,,,"Abril/1987"
"Seu rádio como seguidor de sinais e amplificador de prova",,59,174,,,,"Abril/1987"
"Videotécnica - Velocidade de gravação:uma faca de dois gumes/Modernas cam.VCR",,62,174,,,,"Abril/1987"
"TV Reparação",,65,174,,,,"Abril/1987"
"Seção dos leitores",,67,174,,,,"Abril/1987"
"Bancada - O seu multímetro",,70,174,,,,"Abril/1987"
"Como funciona o SCR",,74,174,,,,"Abril/1987"
"Linhas de retardo (delay lines)",,82,174,,,,"Abril/1987"
"Curso de Eletrônica - lição 24",,85,174,,,,"Abril/1987"
"Montagens para aprimorar seus conhecimentos - Medidos de instensidade sonora",,93,174,,,,"Abril/1987"
"Órgão/sintetizador básico com teclado por toque",,5,175,,,,"Maio/1987"
"TV estéreo - início da programação normal",,11,175,,,,"Maio/1987"
"Relés e LDRs - Seleção de fotocircuitos",,13,175,,,,"Maio/1987"
"Divisores de frequências para caixas acústicas",,28,175,,,,"Maio/1987"
"Conheça o IH6116",,31,175,,,,"Maio/1987"
"Notícias e lançamentos",,34,175,,,,"Maio/1987"
"Sorteador eletrônico",,37,175,,,,"Maio/1987"
"Guia Philips de substituição de transistores",,39,175,,,,"Maio/1987"
"O que é a radiação nuclear",,42,175,,,,"Maio/1987"
"Videotécnica - Antenas parabólicas",,47,175,,,,"Maio/1987"
"Informativo Industrial",,50,175,,,,"Maio/1987"
"Trissequêncial",,52,175,,,,"Maio/1987"
"A eletrônica e o tempo",,56,175,,,,"Maio/1987"
"Potente transmissor valvulado de FM",,57,175,,,,"Maio/1987"
"Publicações técnicas",,60,175,,,,"Maio/1987"
"Calidoscópio eletrônico",,62,175,,,,"Maio/1987"
"Projetos dos leitores - Prolongador de vida para lâmpadas incandescentes",,64,175,,,,"Maio/1987"
"- Simples megafone",,64,175,,,,"Maio/1987"
"- Fonte de alimentação de 6 V",,64,175,,,,"Maio/1987"
"Reparação e análise de montagens eletrônicas",,65,175,,,,"Maio/1987"
"TV Reparação",,68,175,,,,"Maio/1987"
"Seção dos leitores",,70,175,,,,"Maio/1987"
"Transmissor telegráfico de onda curta",,71,175,,,,"Maio/1987"
"O amplificador operacional na prática",,74,175,,,,"Maio/1987"
"Luz de emergência",,80,175,,,,"Maio/1987"
"Interruptor sônico (Vox)",,82,175,,,,"Maio/1987"
"Sinalizador sem fio",,84,175,,,,"Maio/1987"
"Curso de eletrônica - primeira avaliação",,86,175,,,,"Maio/1987"
"Converta sua fonte simples em simétrica",,91,175,,,,"Maio/1987"
"Provador para bancada",,93,175,,,,"Maio/1987"
"Pistola Laser",,5,176,,,,"Junho/1987"
"Memória para campainhas de portas",,11,176,,,,"Junho/1987"
"Informática - Evolução da microeletrônica",,13,176,,,,"Junho/1987"
"Projetos com relés de alta tensão",,20,176,,,,"Junho/1987"
"Tape-Deck econômico",,23,176,,,,"Junho/1987"
"Notícias e lançamentos",,26,176,,,,"Junho/1987"
"Interface para micros",,28,176,,,,"Junho/1987"
"ICM7223 - Relógio de 3 1/2 dígitos para display de cristral líquido",,30,176,,,,"Junho/1987"
"Circuitos de rádio",,33,176,,,,"Junho/1987"
"Fonte de alimentação para PX",,38,176,,,,"Junho/1987"
"Audição para deficientes por elo indutivo",,40,176,,,,"Junho/1987"
"Publicações técnicas",,42,176,,,,"Junho/1987"
"Fonte de muito alta tensão (10.000 volts)",,44,176,,,,"Junho/1987"
"Alternador estereofônico",,47,176,,,,"Junho/1987"
"Carregador de baterias de nicádmio",,52,176,,,,"Junho/1987"
"TV Reparação",,54,176,,,,"Junho/1987"
"Oficina - Reparação de aparelhos com circuitos integrados",,56,176,,,,"Junho/1987"
"Circuitos comerciais - Mini gravador cassete National RQ339",,59,176,,,,"Junho/1987"
"Projetos dos leitores - Efeitos de luz",,61,176,,,,"Junho/1987"
"- Sensor de umidade",,62,176,,,,"Junho/1987"
"- Regulador automático de tensão de 1 passo",,62,176,,,,"Junho/1987"
"Informativo Industrial",,64,176,,,,"Junho/1987"
"A eletrônica e o tempo",,66,176,,,,"Junho/1987"
"Seção dos leitores",,69,176,,,,"Junho/1987"
"Amplificador - Seguidor de sinais para a bancada",,72,176,,,,"Junho/1987"
"Guia Philips de substituição de transistores",,75,176,,,,"Junho/1987"
"Curso de eletrônica - Respostas da primeira avaliação",,77,176,,,,"Junho/1987"
"Amplificador de 20 ou 40 W",,5,177,,,,"Julho/1987"
"Mixer expansível",,8,177,,,,"Julho/1987"
"Divisor com indicador de graves e agudos",,10,177,,,,"Julho/1987"
"Luz estroboscópica simples",,12,177,,,,"Julho/1987"
"Pseudoestéreo e pseudoquadrifônico",,20,177,,,,"Julho/1987"
"O que você deve saver sobre fios esmaltados",,23,177,,,,"Julho/1987"
"Multímetro - Perguntas & Respostas",,26,177,,,,"Julho/1987"
"Controle de potência sem SCR",,28,177,,,,"Julho/1987"
"Iluminação constante",,30,177,,,,"Julho/1987"
"Amplificador miniatura experimental",,32,177,,,,"Julho/1987"
"Auto alarme com transmissor de BIP",,34,177,,,,"Julho/1987"
"A eletrônica e o tempo",,38,177,,,,"Julho/1987"
"Como é feito um transistor",,39,177,,,,"Julho/1987"
"Controle remoto temporizado (via rede)",,44,177,,,,"Julho/1987"
"Projetos dos leitores - Repelente para pernilongos",,52,177,,,,"Julho/1987"
"- Amplificador de 40 W",,52,177,,,,"Julho/1987"
"- Estrobo de dois canais",,52,177,,,,"Julho/1987"
"Ozonizador para água potável",,56,177,,,,"Julho/1987"
"Notícias e lançamentos",,58,177,,,,"Julho/1987"
"TV Reparação",,60,177,,,,"Julho/1987"
"Informativo Industrial",,62,177,,,,"Julho/1987"
"Publicações técnicas",,64,177,,,,"Julho/1987"
"Seção dos leitores",,67,177,,,,"Julho/1987"
"Guia Philips de susbstituição de transistores",,69,177,,,,"Julho/1987"
"Curso de eletrônica - lição 25",,71,177,,,,"Julho/1987"
"Montagens para aprimorar seus conhecimentos - Medidos de pequenas resistências",,77,177,,,,"Julho/1987"
"Falcon - Microtransmissor de FM",,5,178,,,,"Agosto/1987"
"Explorador super-heteródino integrado de VHF",,5,178,,,,"Agosto/1987"
"Caixa amplificada para violão e guitarra",,8,178,,,,"Agosto/1987"
"Telecomunicações - Processo de modulação do rádio digital ( parte 1)",,17,178,,,,"Agosto/1987"
"Supercondutividade",,20,178,,,,"Agosto/1987"
"Sequêncial de 4 canais",,23,178,,,,"Agosto/1987"
"Conhecendo alguns integrados I - Conceitos teóricos",,28,178,,,,"Agosto/1987"
"Abajur com dimmer de toque",,33,178,,,,"Agosto/1987"
"Projetos dos leitores - Oscilador telegráfico com válvula",,36,178,,,,"Agosto/1987"
"Notícias e lançamentos",,38,178,,,,"Agosto/1987"
"Carregador de nicádmio para o carro",,42,178,,,,"Agosto/1987"
"Monitor para microcomputador",,44,178,,,,"Agosto/1987"
"Projetos de placas de ciruito impresso - Dimensões de componentes",,45,178,,,,"Agosto/1987"
"A eletrônica e o tempo",,54,178,,,,"Agosto/1987"
"- Alarme fotossonoro",,56,178,,,,"Agosto/1987"
"Informativo Industrial",,56,178,,,,"Agosto/1987"
"- Novo controle remoto",,57,178,,,,"Agosto/1987"
"- Rádio de Galena",,57,178,,,,"Agosto/1987"
"TV Reparação",,58,178,,,,"Agosto/1987"
"Conheça o 4011",,60,178,,,,"Agosto/1987"
"Publicações técnicas",,64,178,,,,"Agosto/1987"
"Seção dos leitores",,68,178,,,,"Agosto/1987"
"Guia Philips de susbstituição de transistores",,69,178,,,,"Agosto/1987"
"Curso de eletrônica - lição 26",,71,178,,,,"Agosto/1987"
"Montagens para aprimorar seus conhecimentos - Provador/Identificador de diodos",,77,178,,,,"Agosto/1987"
"Eletrônica na medicina - Bisturi elétrico",,11,179,,,,"Setembro/1987"
"Conhecendo alguns integrados II - C.I. 7442",,22,179,,,,"Setembro/1987"
"Premiação da kkkkEdição Fora de Série n 2",,25,179,,,,"Setembro/1987"
"Bancada - Usando o osciloscópio (I)",,26,179,,,,"Setembro/1987"
"Termostato eletrônico",,31,179,,,,"Setembro/1987"
"Loto eletrônica",,34,179,,,,"Setembro/1987"
"O seu diodo",,35,179,,,,"Setembro/1987"
"Reforçador de sinais para TV e FM",,36,179,,,,"Setembro/1987"
"Telecomunicações - Processo de modulação do rádio digital (parte final)",,39,179,,,,"Setembro/1987"
"Sensível detector de campos magnéticos",,45,179,,,,"Setembro/1987"
"Notícias e lançamentos",,48,179,,,,"Setembro/1987"
"Diplomação do curso de radialista e fundação da 'AGI'",,51,179,,,,"Setembro/1987"
"Publicações técnicas",,54,179,,,,"Setembro/1987"
"Seção dos leitores",,56,179,,,,"Setembro/1987"
"Paddles para controles de jogos no Apple",,57,179,,,,"Setembro/1987"
"Guia Philips de substituição de semicondutores",,59,179,,,,"Setembro/1987"
"Informativo Industrial",,62,179,,,,"Setembro/1987"
"Projetos dos leitores - Transmissor de FM",,64,179,,,,"Setembro/1987"
"- Motor Iônico em versão integrada",,64,179,,,,"Setembro/1987"
"- Timer sonoro",,64,179,,,,"Setembro/1987"
"Reguladores de tensão da série 78L (Texas Inst.)",,65,179,,,,"Setembro/1987"
"TV Reparação",,66,179,,,,"Setembro/1987"
"Circuitos comerciais - Rádio relógio digital National RC-6094",,68,179,,,,"Setembro/1987"
"Curso de eletrônica - lição 27",,72,179,,,,"Setembro/1987"
"Montagens para aprimorar seus conhecimentos - Luz em dois níveis",,78,179,,,,"Setembro/1987"
"Arquivo Saber eletrônica (fichas 119 a 122)",,1,180,,,,"Outubro/1987"
"Como fazer placas de circuito impresso usando decalques",,5,180,,,,"Outubro/1987"
"Projeto 1 - Microamplificador",,7,180,,,,"Outubro/1987"
"Projeto 2 - Sirene para auto",,8,180,,,,"Outubro/1987"
"Projeto 3 - Microrádio",,9,180,,,,"Outubro/1987"
"Projeto 4 - Timer",,10,180,,,,"Outubro/1987"
"Projeto 5 - Gerador de barras",,12,180,,,,"Outubro/1987"
"Projeto 6 - Injetor de sinais",,13,180,,,,"Outubro/1987"
"Projeto 7 - Fonte sem transformador",,14,180,,,,"Outubro/1987"
"Videotécnica - circuitos integrados em TV",,16,180,,,,"Outubro/1987"
"Bancada - usando o osciloscópio (II)",,24,180,,,,"Outubro/1987"
"Ondas estacionárias - o que são e como medir",,27,180,,,,"Outubro/1987"
"Notícias e lançamentos",,34,180,,,,"Outubro/1987"
"Projetos dos leitores - sintonizador de VHF",,36,180,,,,"Outubro/1987"
"- Simples teste de capacitores eletrolíticos",,36,180,,,,"Outubro/1987"
"Pré-amplificador versátil",,36,180,,,,"Outubro/1987"
"- Sequêncial digital",,37,180,,,,"Outubro/1987"
"- Injetor de áudio,vídeo e croma",,37,180,,,,"Outubro/1987"
"Transmissor valvulado de fonia e CW",,38,180,,,,"Outubro/1987"
"Servo relé",,40,180,,,,"Outubro/1987"
"Reparação",,42,180,,,,"Outubro/1987"
"Ruído ambiental-suas manifestações e como medir",,46,180,,,,"Outubro/1987"
"Conhecendo alguns integrados II - CI 7490 (1a parte)",,50,180,,,,"Outubro/1987"
"Landell de Moura - o início da telecomunicação sem fio 1- a personalidade de Landell",,54,180,,,,"Outubro/1987"
"Informativo industrial",,56,180,,,,"Outubro/1987"
"Dimmer com triac",,58,180,,,,"Outubro/1987"
"Seçào dos leitores",,62,180,,,,"Outubro/1987"
"Guia Philips de substituição de semicondutores",,63,180,,,,"Outubro/1987"
"Publicações técnicas",,65,180,,,,"Outubro/1987"
"Curso de eletrônica - lição 28",,68,180,,,,"Outubro/1987"
"Montagens para aprimorar seus conhecimentos-telégrafo por raios infravermelhos",,76,180,,,,"Outubro/1987"
"Interruptor por toque",,78,180,,,,"Outubro/1987"
"Célula solar experimental",,5,181,,,,"Novembro/1987"
"Rádio solar (I)",,6,181,,,,"Novembro/1987"
"Rádio solar (II)",,8,181,,,,"Novembro/1987"
"Órgão/oscilador solar",,10,181,,,,"Novembro/1987"
"Carregador de pilhas de nicad",,12,181,,,,"Novembro/1987"
"Experiências diversas",,14,181,,,,"Novembro/1987"
"Como funciona - As células solares",,18,181,,,,"Novembro/1987"
"Detectores de radiação",,22,181,,,,"Novembro/1987"
"Videotécnica - Circuitos integrados em TV (II)",,32,181,,,,"Novembro/1987"
"Montagens para aprimorar seus conhecimentos - Oscilador de FM com varicap",,33,181,,,,"Novembro/1987"
"Enrolamento de pequenos transformadores e bobinas",,36,181,,,,"Novembro/1987"
"Luz estroboscópica com xenônio",,39,181,,,,"Novembro/1987"
"Reparação",,42,181,,,,"Novembro/1987"
"Informativo Industrial",,46,181,,,,"Novembro/1987"
"Clocks CMOS",,49,181,,,,"Novembro/1987"
"Notícias e lançamentos",,52,181,,,,"Novembro/1987"
"Supermagnetizador",,56,181,,,,"Novembro/1987"
"Conhecendo alguns integrados IV - C.I. 7490 (conclusão)",,59,181,,,,"Novembro/1987"
"Guia Philips de substituição de semicondutores",,63,181,,,,"Novembro/1987"
"Projetos dos leitores - Minuteria",,66,181,,,,"Novembro/1987"
"- Transmissor de FM",,66,181,,,,"Novembro/1987"
"- Moto eletrônica",,66,181,,,,"Novembro/1987"
"Como confeccionar placas de circuito impresso através de silkscreen",,67,181,,,,"Novembro/1987"
"Timer progressivo de 10 passos",,72,181,,,,"Novembro/1987"
"Saber Eletrônica",,75,181,,,,"Novembro/1987"
"Seção dos leitores",,79,181,,,,"Novembro/1987"
"Roleta-russa",,80,181,,,,"Novembro/1987"
"Metrônomo de timbre ajustável",,82,181,,,,"Novembro/1987"
"Publicações técnicas",,85,181,,,,"Novembro/1987"
"Curso de eletrônica",,88,181,,,,"Novembro/1987"
"Arquivo Saber eletrônica (fichas 127 a 130)",,1,182,,,,"Dezembro/1987"
"Módulo contador",,5,182,,,,"Dezembro/1987"
"Potente transmissor de FM",,13,182,,,,"Dezembro/1987"
"Fone sem fio",,16,182,,,,"Dezembro/1987"
"Câmara de retardo eletromecânica",,20,182,,,,"Dezembro/1987"
"O 741",,23,182,,,,"Dezembro/1987"
"Bancada - usando o osciloscópio (III)",,24,182,,,,"Dezembro/1987"
"Iluminação constante crepuscular",,27,182,,,,"Dezembro/1987"
"Notícias e lançamentos",,30,182,,,,"Dezembro/1987"
"Transmissor solar",,38,182,,,,"Dezembro/1987"
"Provador de continuidade no Apple",,39,182,,,,"Dezembro/1987"
"Por dentro de um amplific. operacional CMOS",,40,182,,,,"Dezembro/1987"
"Projetos dos leitores - oscilador para telegrama",,42,182,,,,"Dezembro/1987"
"- Transmissor de AM",,42,182,,,,"Dezembro/1987"
"- UAU-UAU para guitarras",,42,182,,,,"Dezembro/1987"
"Reparação",,43,182,,,,"Dezembro/1987"
"Multiplicador de escala para multímetro",,46,182,,,,"Dezembro/1987"
"Conhecendo alguns integrados V - CI 555",,49,182,,,,"Dezembro/1987"
"Informativo industrial",,58,182,,,,"Dezembro/1987"
"Videotécnica - circuitos integrados em TV (III)",,61,182,,,,"Dezembro/1987"
"Usando reguladores de tensão integrados",,64,182,,,,"Dezembro/1987"
"Diapasão eletrônico",,65,182,,,,"Dezembro/1987"
"Controle reversível de motores DC",,68,182,,,,"Dezembro/1987"
"Filtros ativos com amplificadores operacionais",,70,182,,,,"Dezembro/1987"
"Publicações técnicas",,72,182,,,,"Dezembro/1987"
"Guia Philips de susbstituição de semicondutores",,75,182,,,,"Dezembro/1987"
"Contatos com A. Fanzeres",,77,182,,,,"Dezembro/1987"
"Gafanhoto eletrônico",,79,182,,,,"Dezembro/1987"
"Gerador para prova de contadores CMOS e TTL",,81,182,,,,"Dezembro/1987"
"Seção dos leitores",,83,182,,,,"Dezembro/1987"
"Curso de eletrônica - lição 30",,85,182,,,,"Dezembro/1987"
"Montagens para aprimorar seus conhecimentos-duas pequenas fontes de alimentação",,92,182,,,,"Dezembro/1987"
"Arquivo Saber eletrônica (fichas 131 a 134)",,1,183,,,,"Janeiro/1988"
"Um laser para montar (parte I)",,6,183,,,,"Janeiro/1988"
"TV satélite",,11,183,,,,"Janeiro/1988"
"Antena no desembaçador de vidros",,26,183,,,,"Janeiro/1988"
"Informativo industrial",,28,183,,,,"Janeiro/1988"
"Notícias e lançamentos",,32,183,,,,"Janeiro/1988"
"Princípio básico da comutação telefônica ( parte I)",,34,183,,,,"Janeiro/1988"
"Conhecendo alguns integrados VI - CI 7805",,38,183,,,,"Janeiro/1988"
"Projetos dos leitores - Alarme de luz sem fio",,41,183,,,,"Janeiro/1988"
"- Alarme para luz de freio queimada",,41,183,,,,"Janeiro/1988"
"- Seu primeiro rádio de potência",,42,183,,,,"Janeiro/1988"
"- Controle de presença",,42,183,,,,"Janeiro/1988"
"Reparação",,43,183,,,,"Janeiro/1988"
"Medidor de intensidade de campo",,48,183,,,,"Janeiro/1988"
"Texas Instruments - 25 anos de Brasil",,49,183,,,,"Janeiro/1988"
"Relé solar",,50,183,,,,"Janeiro/1988"
"Detectores de radiação sem válvula Geiger",,52,183,,,,"Janeiro/1988"
"Publicações técnicas",,55,183,,,,"Janeiro/1988"
"KTY84-100 - sensores de temperatura de silício (Ibrape)",,58,183,,,,"Janeiro/1988"
"Microprocessadores: ainda um mito para muitos",,61,183,,,,"Janeiro/1988"
"Usando o osciloscópio (IV)",,66,183,,,,"Janeiro/1988"
"Guia Philips de susbstituição de semicondutores",,69,183,,,,"Janeiro/1988"
"Seção dos leitores",,71,183,,,,"Janeiro/1988"
"Curso de eletrônica - lição 31",,74,183,,,,"Janeiro/1988"
"Frequêncímetro digital de 32 MHz",,5,184,,,,"Fevereiro/1988"
"Conhecendo alguns integrados VII - Triângulo de sinalização incrementado",,12,184,,,,"Fevereiro/1988"
